name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
poolformer_s36,poolformer_s36,in1k,224,0.28,S,30.86,S,ViT,Conventional,1200000,0.81,0.701,0.309,0.431,0.184,0.406,0.501,0.9588,0.911,0.467637222,0.444655883,0.402873204,0.557,0.581,0.8372,0.669,0.416929134,0.665770265,0.613636364,0.591,0.706
regnetv_040,regnetv_040,in1k,288,0.36,M,20.64,S,RegNet,Conventional,1200000,0.829,0.724,0.346,0.469,0.313,0.463,0.559,0.9662,0.916,0.520952194,0.46162385,0.425359151,0.581,0.601,0.848,0.7,0.432086614,0.673069535,0.670454545,0.619,0.73
regnetv_064,regnetv_064,in1k,288,0.36,M,30.58,S,RegNet,Conventional,1200000,0.832,0.728,0.351,0.478,0.34,0.474,0.57,0.9678,0.923,0.529018296,0.494132572,0.469081824,0.604,0.624,0.8512,0.691,0.448622047,0.711486746,0.670454545,0.63,0.74
regnetx_002,regnetx_002,in1k,224,0.28,S,2.68,S,RegNet,Conventional,1200000,0.631,0.5,0.143,0.255,0.014,0.228,0.361,0.8944,0.798,0.343694669,0.326831589,0.124297314,0.398,0.445,0.7102,0.523,0.274212598,0.547445255,0.477272727,0.455,0.641
regnetx_004,regnetx_004,in1k,224,0.28,S,5.16,S,RegNet,Conventional,1200000,0.699,0.572,0.173,0.287,0.019,0.263,0.376,0.9142,0.829,0.396616172,0.358864573,0.154278576,0.435,0.476,0.748,0.565,0.312795276,0.580868229,0.420454545,0.47,0.628
regnetx_006,regnetx_006,in1k,224,0.28,S,6.2,S,RegNet,Conventional,1200000,0.721,0.59,0.201,0.308,0.025,0.281,0.39,0.922,0.848,0.388550069,0.362670473,0.175515303,0.444,0.482,0.7666,0.582,0.306299213,0.583557434,0.397727273,0.467,0.609
regnetx_008,regnetx_008,in1k,224,0.28,S,7.26,S,RegNet,Conventional,1200000,0.724,0.6,0.205,0.325,0.027,0.289,0.399,0.9282,0.861,0.392091285,0.368379321,0.164896939,0.447,0.482,0.778,0.598,0.342913386,0.600845179,0.465909091,0.502,0.645
regnetx_016,regnetx_016,in1k,224,0.28,S,9.19,S,RegNet,Conventional,1200000,0.745,0.625,0.217,0.338,0.036,0.304,0.408,0.9444,0.867,0.446586661,0.400412306,0.178013741,0.473,0.501,0.805,0.613,0.364566929,0.627353054,0.443181818,0.512,0.636
regnetx_032,regnetx_032,in1k,224,0.28,S,15.3,S,RegNet,Conventional,1200000,0.758,0.636,0.237,0.356,0.049,0.32,0.422,0.9464,0.883,0.452488688,0.41611164,0.220487196,0.493,0.521,0.8144,0.649,0.38503937,0.655013446,0.579545455,0.567,0.696
regnetx_040,regnetx_040,in1k,224,0.28,S,22.12,S,RegNet,Conventional,1200000,0.769,0.651,0.249,0.368,0.06,0.332,0.432,0.9474,0.879,0.456226638,0.426102125,0.22923173,0.498,0.526,0.8194,0.634,0.390748031,0.667691126,0.534090909,0.557,0.68
regnetx_064,regnetx_064,in1k,224,0.28,S,26.21,S,RegNet,Conventional,1200000,0.779,0.661,0.259,0.382,0.073,0.344,0.442,0.9552,0.894,0.458784183,0.411830003,0.243597751,0.502,0.526,0.8168,0.661,0.377755906,0.639646562,0.431818182,0.528,0.646
regnetx_080,regnetx_080,in1k,224,0.28,S,39.57,S,RegNet,Conventional,1200000,0.771,0.654,0.253,0.37,0.063,0.335,0.435,0.9486,0.89,0.461341727,0.413891532,0.241099313,0.502,0.529,0.8248,0.657,0.401574803,0.646945832,0.386363636,0.523,0.634
regnetx_120,regnetx_120,in1k,224,0.28,S,46.11,S,RegNet,Conventional,1200000,0.785,0.67,0.27,0.394,0.092,0.357,0.455,0.9526,0.882,0.452882156,0.413891532,0.248594628,0.499,0.524,0.8254,0.664,0.394291339,0.651555897,0.511363636,0.555,0.672
regnetx_160,regnetx_160,in1k,224,0.28,S,54.28,M,RegNet,Conventional,1200000,0.79,0.675,0.276,0.398,0.101,0.363,0.459,0.9526,0.906,0.449144206,0.417697431,0.265459088,0.51,0.535,0.8306,0.659,0.409645669,0.651171725,0.443181818,0.541,0.651
regnetx_320,regnetx_320,in1k,224,0.28,S,107.81,L,RegNet,Conventional,1200000,0.799,0.686,0.291,0.411,0.133,0.38,0.476,0.9546,0.904,0.454062561,0.4270536,0.283572767,0.517,0.542,0.834,0.662,0.41003937,0.649250864,0.511363636,0.558,0.669
regnety_002,regnety_002,in1k,224,0.28,S,3.16,S,RegNet,Conventional,1200000,0.712,0.582,0.183,0.296,0.022,0.271,0.381,0.9046,0.8,0.341727326,0.341896606,0.154903186,0.41,0.453,0.734,0.527,0.287598425,0.568190549,0.465909091,0.462,0.629
regnety_004,regnety_004,in1k,224,0.28,S,4.34,S,RegNet,Conventional,1200000,0.734,0.614,0.214,0.334,0.032,0.299,0.407,0.928,0.827,0.377532953,0.364573422,0.169893816,0.435,0.469,0.7582,0.58,0.30492126,0.57741068,0.420454545,0.471,0.621
regnety_006,regnety_006,in1k,224,0.28,S,6.06,S,RegNet,Conventional,1200000,0.74,0.619,0.216,0.335,0.035,0.301,0.407,0.933,0.855,0.403305135,0.378211227,0.193004372,0.457,0.49,0.7858,0.593,0.318700787,0.595466769,0.454545455,0.49,0.624
regnety_008,regnety_008,in1k,224,0.28,S,6.26,S,RegNet,Conventional,1200000,0.748,0.627,0.22,0.343,0.038,0.307,0.41,0.9348,0.865,0.40448554,0.387884554,0.193628982,0.463,0.495,0.7942,0.608,0.331889764,0.616980407,0.443181818,0.5,0.63
regnety_016,regnety_016,in1k,224,0.28,S,11.2,S,RegNet,Conventional,1200000,0.768,0.648,0.247,0.366,0.057,0.33,0.43,0.942,0.868,0.430257722,0.396289248,0.230480949,0.481,0.511,0.8104,0.634,0.36515748,0.640030734,0.477272727,0.529,0.653
regnety_032,regnety_032,in1k,288,0.36,M,19.44,S,RegNet,Conventional,1200000,0.823,0.714,0.33,0.455,0.262,0.44,0.535,0.9666,0.909,0.527837891,0.491912464,0.394753279,0.581,0.601,0.8414,0.691,0.443307087,0.691125624,0.625,0.613,0.729
regnety_040,regnety_040,in1k,288,0.36,M,20.65,S,RegNet,Conventional,1200000,0.828,0.723,0.343,0.467,0.306,0.46,0.556,0.9634,0.911,0.505410191,0.444338725,0.412242349,0.568,0.59,0.8454,0.702,0.440551181,0.657318479,0.556818182,0.589,0.697
regnety_064,regnety_064,in1k,288,0.36,M,30.58,S,RegNet,Conventional,1200000,0.837,0.733,0.363,0.489,0.37,0.489,0.584,0.9652,0.918,0.520165257,0.441167142,0.466583385,0.586,0.607,0.8508,0.693,0.436417323,0.650403381,0.636363636,0.604,0.71
regnety_080,regnety_080,in1k,288,0.36,M,39.18,S,RegNet,Conventional,1200000,0.835,0.731,0.357,0.483,0.356,0.482,0.577,0.9694,0.93,0.528034625,0.486520774,0.474078701,0.605,0.624,0.8584,0.697,0.461417323,0.703419132,0.636363636,0.625,0.728
regnety_120,regnety_120,in1k,224,0.28,S,51.82,M,RegNet,Conventional,1200000,0.797,0.683,0.288,0.407,0.124,0.376,0.472,0.9564,0.901,0.447570332,0.415794481,0.29481574,0.515,0.538,0.832,0.656,0.380708661,0.634268152,0.522727273,0.548,0.659
regnety_160,regnety_160,in1k,288,0.36,M,83.59,M,RegNet,Conventional,1200000,0.837,0.733,0.361,0.486,0.368,0.487,0.582,0.9678,0.922,0.543576628,0.50364732,0.481574016,0.613,0.633,0.8452,0.689,0.45,0.713407607,0.636363636,0.622,0.736
regnety_320,regnety_320,in1k,224,0.28,S,145.05,L,RegNet,Conventional,1200000,0.804,0.693,0.299,0.42,0.157,0.392,0.488,0.957,0.903,0.465866614,0.419600381,0.318550906,0.527,0.551,0.8402,0.687,0.401377953,0.628121398,0.568181818,0.571,0.68
regnetz_040,regnetz_040,in1k,320,0.4,M,27.12,S,RegNet,Conventional,1200000,0.838,0.735,0.366,0.495,0.387,0.496,0.592,0.9684,0.91,0.566791265,0.510307644,0.447220487,0.609,0.629,0.8472,0.691,0.468503937,0.733000384,0.647727273,0.635,0.75
regnetz_040h,regnetz_040h,in1k,320,0.4,M,28.94,S,RegNet,Conventional,1200000,0.84,0.738,0.371,0.499,0.4,0.502,0.598,0.9688,0.917,0.585284281,0.531874405,0.461586508,0.624,0.644,0.848,0.683,0.472244094,0.744525547,0.647727273,0.637,0.751
regnetz_b16,regnetz_b16,in1k,288,0.36,M,9.72,S,RegNet,Conventional,1200000,0.814,0.705,0.312,0.437,0.209,0.416,0.511,0.927,0.865,0.311823726,0.383602918,0.276702061,0.459,0.495,0.7842,0.621,0.327559055,0.615827891,0.409090909,0.493,0.629
regnetz_c16,regnetz_c16,in1k,320,0.4,M,13.46,S,RegNet,Conventional,1200000,0.825,0.718,0.336,0.46,0.289,0.451,0.547,0.7162,0.64,0.338776313,0.388994608,0.241723923,0.402,0.561,0.5124,0.374,0.217519685,0.524394929,0.329545455,0.361,0.705
regnetz_c16_evos,regnetz_c16_evos,in1k,320,0.4,M,13.49,S,RegNet,Conventional,1200000,0.829,0.724,0.346,0.47,0.315,0.464,0.56,0.958,0.913,0.543379894,0.482397716,0.373516552,0.578,0.603,0.8226,0.67,0.452755906,0.699577411,0.602272727,0.606,0.737
regnetz_d32,regnetz_d32,in1k,320,0.4,M,27.58,S,RegNet,Conventional,1200000,0.838,0.734,0.363,0.491,0.371,0.49,0.585,0.964,0.909,0.600236081,0.544243578,0.422236102,0.619,0.642,0.837,0.673,0.495275591,0.759124088,0.602272727,0.632,0.755
regnetz_d8,regnetz_d8,in1k,320,0.4,M,23.37,S,RegNet,Conventional,1200000,0.84,0.737,0.37,0.498,0.399,0.501,0.596,0.961,0.907,0.575250836,0.517126546,0.401623985,0.6,0.624,0.8318,0.675,0.478740157,0.741067998,0.590909091,0.621,0.747
regnetz_d8_evos,regnetz_d8_evos,in1k,320,0.4,M,23.46,S,RegNet,Conventional,1200000,0.84,0.738,0.371,0.5,0.401,0.503,0.599,0.963,0.912,0.578005115,0.503805899,0.443472829,0.609,0.632,0.8486,0.691,0.472047244,0.711486746,0.556818182,0.608,0.716
regnetz_e8,regnetz_e8,in1k,320,0.4,M,57.7,M,RegNet,Conventional,1200000,0.849,0.749,0.4,0.533,0.478,0.54,0.636,0.9654,0.925,0.629746213,0.550428164,0.472204872,0.644,0.667,0.8448,0.696,0.512007874,0.786016135,0.602272727,0.649,0.768
repvgg_a2,repvgg_a2,in1k,224,0.28,S,28.21,S,Convolution,Conventional,1200000,0.75,0.628,0.224,0.346,0.039,0.309,0.412,0.9378,0.868,0.422978556,0.408024104,0.187382886,0.472,0.503,0.7926,0.624,0.367125984,0.640030734,0.5,0.533,0.672
repvgg_b0,repvgg_b0,in1k,224,0.28,S,15.82,S,Convolution,Conventional,1200000,0.721,0.59,0.202,0.316,0.025,0.283,0.393,0.9302,0.858,0.392878222,0.393434824,0.179262961,0.456,0.49,0.7772,0.617,0.342913386,0.622358817,0.465909091,0.512,0.659
repvgg_b1,repvgg_b1,in1k,224,0.28,S,57.42,M,Convolution,Conventional,1200000,0.773,0.656,0.254,0.371,0.065,0.337,0.436,0.9468,0.885,0.436749951,0.426577862,0.227982511,0.494,0.522,0.8128,0.653,0.401181102,0.655013446,0.511363636,0.555,0.683
repvgg_b1g4,repvgg_b1g4,in1k,224,0.28,S,39.97,S,Convolution,Conventional,1200000,0.765,0.644,0.241,0.362,0.053,0.325,0.425,0.942,0.872,0.444225851,0.42340628,0.21299188,0.488,0.518,0.804,0.637,0.386417323,0.64118325,0.431818182,0.524,0.652
repvgg_b2,repvgg_b2,in1k,224,0.28,S,89.02,M,Convolution,Conventional,1200000,0.782,0.666,0.265,0.388,0.084,0.351,0.449,0.9496,0.891,0.446586661,0.437044085,0.257339163,0.508,0.535,0.8214,0.649,0.396259843,0.64848252,0.568181818,0.565,0.688
repvgg_b2g4,repvgg_b2g4,in1k,224,0.28,S,61.76,M,Convolution,Conventional,1200000,0.799,0.687,0.292,0.413,0.134,0.382,0.478,0.9532,0.896,0.529805233,0.501110054,0.305434104,0.558,0.585,0.8174,0.667,0.462795276,0.714175951,0.522727273,0.592,0.724
repvgg_b3,repvgg_b3,in1k,224,0.28,S,123.09,L,Convolution,Conventional,1200000,0.811,0.703,0.31,0.433,0.191,0.409,0.504,0.9576,0.908,0.530395436,0.513162068,0.365396627,0.579,0.605,0.8296,0.688,0.468700787,0.709950058,0.568181818,0.609,0.734
repvgg_b3g4,repvgg_b3g4,in1k,224,0.28,S,83.83,M,Convolution,Conventional,1200000,0.804,0.694,0.3,0.422,0.162,0.395,0.491,0.9532,0.912,0.533149715,0.514906438,0.334790756,0.574,0.602,0.8286,0.672,0.461811024,0.698424894,0.545454545,0.594,0.717
res2net101_26w_4s,res2net101_26w_4s,in1k,224,0.28,S,45.21,S,Convolution,Conventional,1200000,0.787,0.671,0.272,0.395,0.095,0.358,0.455,0.9484,0.891,0.419830809,0.399777989,0.234853217,0.486,0.512,0.8188,0.641,0.391141732,0.620053784,0.443181818,0.524,0.64
res2net50_14w_8s,res2net50_14w_8s,in1k,224,0.28,S,25.06,S,Convolution,Conventional,1200000,0.761,0.641,0.239,0.358,0.05,0.322,0.423,0.9448,0.876,0.41196144,0.399460831,0.21361649,0.475,0.503,0.8098,0.642,0.376968504,0.61390703,0.420454545,0.513,0.633
res2net50_26w_4s,res2net50_26w_4s,in1k,224,0.28,S,25.7,S,Convolution,Conventional,1200000,0.765,0.643,0.24,0.361,0.052,0.324,0.424,0.9444,0.891,0.414912453,0.393910561,0.207370394,0.477,0.505,0.809,0.644,0.371259843,0.594698425,0.409090909,0.505,0.624
res2net50_26w_6s,res2net50_26w_6s,in1k,224,0.28,S,37.05,S,Convolution,Conventional,1200000,0.775,0.658,0.255,0.375,0.067,0.339,0.437,0.9472,0.878,0.418060201,0.392800507,0.231105559,0.48,0.507,0.812,0.641,0.371850394,0.612370342,0.397727273,0.506,0.623
res2net50_26w_8s,res2net50_26w_8s,in1k,224,0.28,S,48.4,S,Convolution,Conventional,1200000,0.78,0.663,0.262,0.385,0.078,0.347,0.445,0.916,0.83,0.350186898,0.351728513,0.167395378,0.425,0.464,0.7756,0.605,0.325787402,0.54091433,0.295454545,0.442,0.57
res2net50_48w_2s,res2net50_48w_2s,in1k,224,0.28,S,25.29,S,Convolution,Conventional,1200000,0.742,0.623,0.217,0.336,0.036,0.303,0.408,0.9436,0.871,0.409994098,0.389470346,0.19737664,0.467,0.495,0.8058,0.632,0.362007874,0.593161736,0.488636364,0.519,0.644
res2next50,res2next50,in1k,224,0.28,S,24.67,S,Convolution,Conventional,1200000,0.768,0.647,0.246,0.366,0.056,0.329,0.428,0.9436,0.876,0.401337793,0.388201713,0.224859463,0.473,0.501,0.8084,0.629,0.367913386,0.579715713,0.386363636,0.491,0.607
resmlp_12_224,resmlp_12_224,in1k,224,0.28,S,15.35,S,MLP,Conventional,1200000,0.776,0.658,0.255,0.378,0.07,0.34,0.438,0.94,0.872,0.448160535,0.431335236,0.24547158,0.499,0.531,0.774,0.6,0.357086614,0.645793315,0.590909091,0.548,0.708
resmlp_12_distilled_224,resmlp_12_distilled_224,in1k,224,0.28,S,15.35,S,MLP,Conventional,1200000,0.782,0.666,0.265,0.387,0.083,0.35,0.448,0.945,0.88,0.457407043,0.445765937,0.265459088,0.512,0.542,0.7916,0.619,0.362795276,0.658470995,0.568181818,0.552,0.697
resmlp_24_224,resmlp_24_224,in1k,224,0.28,S,30.02,S,MLP,Conventional,1200000,0.797,0.684,0.288,0.407,0.125,0.376,0.472,0.9548,0.904,0.435569546,0.4270536,0.304809494,0.518,0.543,0.8142,0.625,0.366929134,0.651940069,0.613636364,0.564,0.693
resmlp_24_distilled_224,resmlp_24_distilled_224,in1k,224,0.28,S,30.02,S,MLP,Conventional,1200000,0.805,0.695,0.301,0.423,0.164,0.396,0.492,0.958,0.9,0.491442062,0.476847447,0.357276702,0.556,0.58,0.8256,0.662,0.409055118,0.684594698,0.670454545,0.607,0.735
resmlp_36_224,resmlp_36_224,in1k,224,0.28,S,44.69,S,MLP,Conventional,1200000,0.8,0.687,0.292,0.413,0.135,0.382,0.478,0.957,0.895,0.467637222,0.455597843,0.351030606,0.542,0.566,0.811,0.622,0.400393701,0.677295428,0.670454545,0.593,0.731
resmlp_36_distilled_224,resmlp_36_distilled_224,in1k,224,0.28,S,44.69,S,MLP,Conventional,1200000,0.807,0.696,0.304,0.426,0.169,0.399,0.494,0.9642,0.915,0.480031477,0.46717412,0.3766396,0.56,0.581,0.8268,0.665,0.429133858,0.695351517,0.625,0.604,0.731
resmlp_big_24_distilled_224,resmlp_big_24_distilled_224,in1k,224,0.28,S,129.14,L,MLP,Conventional,1200000,0.832,0.728,0.353,0.478,0.341,0.475,0.571,0.237,0.181,0.01259099,0.019346654,0.078700812,0.073,0.308,0.2082,0.093,0.011811024,0.036112178,0.215909091,0.089,0.427
resnest101e,resnest101e,in1k,256,0.32,M,48.28,S,Convolution,Conventional,1200000,0.829,0.724,0.346,0.47,0.314,0.464,0.56,0.9662,0.919,0.558725162,0.530447193,0.444097439,0.613,0.634,0.8456,0.692,0.460433071,0.725701114,0.625,0.626,0.74
resnest14d,resnest14d,in1k,224,0.28,S,10.61,S,Convolution,Conventional,1200000,0.767,0.646,0.245,0.365,0.055,0.328,0.428,0.935,0.869,0.466456817,0.435616873,0.222985634,0.499,0.534,0.7762,0.593,0.367322835,0.62658471,0.477272727,0.516,0.665
resnest200e,resnest200e,in1k,320,0.4,M,70.2,M,Convolution,Conventional,1200000,0.844,0.742,0.387,0.518,0.441,0.522,0.618,0.9642,0.92,0.580169191,0.530447193,0.464709557,0.624,0.647,0.853,0.714,0.48011811,0.735689589,0.670454545,0.65,0.762
resnest269e,resnest269e,in1k,416,0.52,L,110.93,L,Convolution,Conventional,1200000,0.85,0.75,0.401,0.534,0.482,0.542,0.638,0.9558,0.886,0.594334055,0.523152553,0.351655215,0.589,0.616,0.8296,0.68,0.486417323,0.73223204,0.465909091,0.591,0.712
resnest26d,resnest26d,in1k,224,0.28,S,17.07,S,Convolution,Conventional,1200000,0.785,0.67,0.27,0.394,0.091,0.356,0.454,0.951,0.884,0.511705686,0.477957501,0.276702061,0.538,0.566,0.8058,0.641,0.426377953,0.685363043,0.556818182,0.577,0.716
resnest50d,resnest50d,in1k,224,0.28,S,27.48,S,Convolution,Conventional,1200000,0.809,0.698,0.306,0.428,0.174,0.402,0.497,0.9554,0.903,0.50816447,0.486362195,0.371018114,0.567,0.593,0.8262,0.679,0.440354331,0.692662313,0.568181818,0.595,0.72
resnest50d_1s4x24d,resnest50d_1s4x24d,in1k,224,0.28,S,25.68,S,Convolution,Conventional,1200000,0.809,0.698,0.306,0.429,0.177,0.403,0.498,0.9566,0.906,0.50678733,0.489375198,0.350405996,0.563,0.589,0.8312,0.663,0.448622047,0.71225509,0.613636364,0.609,0.733
resnest50d_4s2x40d,resnest50d_4s2x40d,in1k,224,0.28,S,30.42,S,Convolution,Conventional,1200000,0.813,0.705,0.312,0.437,0.204,0.415,0.51,0.9608,0.905,0.540035412,0.513162068,0.386008745,0.586,0.61,0.8274,0.681,0.451377953,0.720322705,0.568181818,0.605,0.731
resnet101,resnet101,in1k,224,0.28,S,44.55,S,Convolution,Conventional,1200000,0.812,0.704,0.31,0.434,0.193,0.41,0.505,0.9618,0.911,0.517607712,0.45432921,0.389131793,0.568,0.591,0.8426,0.688,0.448622047,0.694967345,0.568181818,0.6,0.712
resnet101d,resnet101d,in1k,320,0.4,M,44.57,S,Convolution,Conventional,1200000,0.826,0.718,0.337,0.461,0.29,0.452,0.547,0.961,0.915,0.543379894,0.494291151,0.349156777,0.575,0.598,0.8448,0.677,0.474212598,0.714175951,0.590909091,0.614,0.727
resnet10t,resnet10t,in1k,224,0.28,S,5.44,S,Convolution,Conventional,1200000,0.679,0.547,0.163,0.273,0.017,0.25,0.368,0.8972,0.808,0.344088137,0.34665398,0.118675828,0.404,0.45,0.714,0.542,0.253937008,0.532078371,0.454545455,0.446,0.625
resnet14t,resnet14t,in1k,224,0.28,S,10.08,S,Convolution,Conventional,1200000,0.726,0.602,0.208,0.327,0.028,0.291,0.401,0.914,0.842,0.331693882,0.339042182,0.163023111,0.419,0.458,0.7536,0.543,0.236023622,0.496734537,0.397727273,0.418,0.555
resnet152,resnet152,in1k,224,0.28,S,60.19,M,Convolution,Conventional,1200000,0.817,0.709,0.319,0.443,0.236,0.427,0.523,0.9648,0.917,0.510722015,0.471297177,0.399750156,0.575,0.596,0.8516,0.687,0.47007874,0.705339992,0.647727273,0.628,0.737
resnet152,resnet152,in1k,224,0.28,S,60.19,M,Convolution,Conventional,1200000,0.783,0.668,0.285,0.413,0.061,0.357,0.456,0.9648,0.917,0.510722015,0.471297177,0.399750156,0.575,0.596,0.8516,0.687,0.47007874,0.705339992,0.647727273,0.628,0.737
resnet152d,resnet152d,in1k,320,0.4,M,60.21,M,Convolution,Conventional,1200000,0.833,0.729,0.353,0.479,0.343,0.476,0.571,0.962,0.921,0.562069644,0.504440216,0.387882573,0.594,0.617,0.8444,0.695,0.48484252,0.737226277,0.568181818,0.621,0.735
resnet18,resnet18,in1k,224,0.28,S,11.69,S,Convolution,Conventional,1200000,0.698,0.573,0.202,0.331,0.011,0.279,0.4,0.8992,0.809,0.371434192,0.363463368,0.13054341,0.419,0.466,0.7206,0.547,0.294685039,0.603534383,0.431818182,0.469,0.651
resnet18,resnet18,in1k,224,0.28,S,11.69,S,Convolution,Conventional,1200000,0.629,0.495,0.14,0.251,0.012,0.225,0.358,0.8992,0.809,0.371434192,0.363463368,0.13054341,0.419,0.466,0.7206,0.547,0.294685039,0.603534383,0.431818182,0.469,0.651
resnet18d,resnet18d,in1k,224,0.28,S,11.71,S,Convolution,Conventional,1200000,0.723,0.591,0.202,0.32,0.026,0.285,0.394,0.9226,0.836,0.432618532,0.404852521,0.163023111,0.459,0.498,0.753,0.581,0.348425197,0.607376104,0.465909091,0.501,0.665
resnet200d,resnet200d,in1k,320,0.4,M,64.69,M,Convolution,Conventional,1200000,0.838,0.735,0.365,0.494,0.381,0.494,0.589,0.965,0.914,0.57682471,0.516967967,0.397251718,0.601,0.623,0.85,0.689,0.482874016,0.733768728,0.659090909,0.641,0.754
resnet26,resnet26,in1k,224,0.28,S,16,S,Convolution,Conventional,1200000,0.717,0.588,0.193,0.304,0.025,0.278,0.388,0.932,0.872,0.395829235,0.39597209,0.17988757,0.461,0.495,0.7854,0.599,0.320669291,0.57203227,0.477272727,0.492,0.626
resnet26d,resnet26d,in1k,224,0.28,S,16.01,S,Convolution,Conventional,1200000,0.751,0.629,0.225,0.348,0.04,0.311,0.414,0.9408,0.865,0.397599843,0.410085633,0.193004372,0.466,0.495,0.7932,0.617,0.332480315,0.583173262,0.443181818,0.494,0.623
resnet26t,resnet26t,in1k,256,0.32,M,16.01,S,Convolution,Conventional,1200000,0.771,0.652,0.25,0.369,0.061,0.333,0.432,0.9432,0.873,0.441471572,0.435775452,0.21361649,0.491,0.521,0.7928,0.602,0.375,0.621590473,0.443181818,0.51,0.643
resnet32ts,resnet32ts,in1k,256,0.32,M,17.96,S,Convolution,Conventional,1200000,0.784,0.668,0.267,0.39,0.088,0.353,0.45,0.9464,0.883,0.459571119,0.433079607,0.218613367,0.499,0.527,0.803,0.641,0.382480315,0.620437956,0.511363636,0.539,0.671
resnet33ts,resnet33ts,in1k,256,0.32,M,19.68,S,Convolution,Conventional,1200000,0.786,0.671,0.271,0.395,0.092,0.357,0.454,0.9474,0.88,0.446193193,0.429273708,0.234228607,0.497,0.525,0.8134,0.642,0.378149606,0.61198617,0.477272727,0.527,0.648
resnet34,resnet34,in1k,224,0.28,S,21.8,S,Convolution,Conventional,1200000,0.733,0.609,0.235,0.361,0.019,0.306,0.417,0.9324,0.861,0.450127877,0.408024104,0.187382886,0.477,0.512,0.7766,0.607,0.373031496,0.622742989,0.409090909,0.503,0.648
resnet34d,resnet34d,in1k,224,0.28,S,21.82,S,Convolution,Conventional,1200000,0.772,0.654,0.253,0.371,0.064,0.336,0.435,0.9402,0.878,0.481015149,0.428005075,0.207995003,0.499,0.531,0.8016,0.637,0.403346457,0.654245102,0.477272727,0.543,0.677
resnet50,resnet50,in1k,224,0.28,S,25.56,S,Convolution,Conventional,1200000,0.761,0.632,0.241,0.362,0,0.309,0.406,0.9564,0.889,0.436749951,0.411512845,0.279825109,0.504,0.527,0.8282,0.657,0.38503937,0.620822128,0.443181818,0.527,0.636
resnet50_gn,resnet50_gn,in1k,224,0.28,S,25.56,S,Convolution,Conventional,1200000,0.799,0.687,0.292,0.413,0.135,0.382,0.478,0.9528,0.9,0.485343301,0.423247701,0.309806371,0.53,0.556,0.8296,0.664,0.408070866,0.635420668,0.511363636,0.555,0.669
resnet50d,resnet50d,in1k,224,0.28,S,25.58,S,Convolution,Conventional,1200000,0.795,0.681,0.286,0.405,0.117,0.372,0.468,0.9554,0.899,0.504033051,0.459403742,0.297314179,0.54,0.565,0.83,0.652,0.425,0.660391856,0.556818182,0.574,0.692
resnet51q,resnet51q,in1k,288,0.36,M,35.7,S,Convolution,Conventional,1200000,0.814,0.705,0.313,0.438,0.21,0.417,0.512,0.9614,0.907,0.518394649,0.472407231,0.359775141,0.564,0.587,0.8362,0.681,0.444094488,0.671917019,0.590909091,0.597,0.714
resnet61q,resnet61q,in1k,288,0.36,M,36.85,S,Convolution,Conventional,1200000,0.815,0.708,0.315,0.441,0.23,0.424,0.52,0.9612,0.911,0.499704899,0.447510308,0.329793879,0.547,0.569,0.8294,0.651,0.441732283,0.661544372,0.625,0.595,0.717
resnetaa50,resnetaa50,in1k,288,0.36,M,25.56,S,Convolution,Conventional,1200000,0.813,0.704,0.311,0.437,0.201,0.413,0.508,0.9594,0.907,0.477867401,0.426577862,0.314178638,0.531,0.553,0.831,0.646,0.403149606,0.641567422,0.5,0.548,0.659
resnetblur50,resnetblur50,in1k,224,0.28,S,25.56,S,Convolution,Conventional,1200000,0.782,0.666,0.264,0.387,0.083,0.35,0.448,0.9492,0.893,0.479244541,0.446875991,0.269206746,0.522,0.55,0.818,0.658,0.40984252,0.633499808,0.534090909,0.559,0.683
resnetrs101,resnetrs101,in1k,288,0.36,M,63.62,M,Convolution,Conventional,1200000,0.814,0.705,0.312,0.437,0.209,0.416,0.511,0.9638,0.909,0.555774149,0.466856962,0.339787633,0.568,0.589,0.8408,0.683,0.447440945,0.703419132,0.522727273,0.589,0.701
resnetrs152,resnetrs152,in1k,320,0.4,M,86.62,M,Convolution,Conventional,1200000,0.825,0.718,0.336,0.46,0.289,0.451,0.547,0.9624,0.912,0.555183946,0.475895972,0.357276702,0.575,0.597,0.8438,0.676,0.443700787,0.70303496,0.522727273,0.586,0.694
resnetrs200,resnetrs200,in1k,320,0.4,M,93.21,M,Convolution,Conventional,1200000,0.844,0.741,0.385,0.516,0.437,0.52,0.616,0.9656,0.92,0.554003541,0.488740882,0.476577139,0.61,0.632,0.8582,0.699,0.478149606,0.696119862,0.670454545,0.636,0.741
